post_id,user_id,label,year,month,day,hour,clean_text,depression_label_relabelled
635341947071266816,1013187241,1,2015,8,23,6,"new media highlights the hypocrisy of humans. tragedy is global, but many choose to ignore what's not on their doorstep x",0
635187171243229185,1013187241,1,2015,8,22,20,i hope the pilot pulls through. there's been enough death today at 😟,1
635128780235894784,1013187241,1,2015,8,22,16,i keep seeing comments that the pilot was saved. if true i find that quite incredible,0
635122065058742272,1013187241,1,2015,8,22,16,"urgh, awful 😢",1
635121565361938432,1013187241,1,2015,8,22,16,"i can't shake the image of the unsuspecting people, driving along, minding their own business. tragically sad.",0
635119579455451136,1013187241,1,2015,8,22,16,"*this*. dear god! horrific image 😟 awful, awful, awful 😢",1
635117890262446080,1013187241,1,2015,8,22,15,rt : 7 people confirmed dead after plane crashed into several vehicles on a27 during airshow,1
635115683232227329,1013187241,1,2015,8,22,15,bbc reporting 7 fatalities so far 😟 just so awful,1
635112732132528128,1013187241,1,2015,8,22,15,toaster shopping is needlessly confusing...,0
635111298687221760,1013187241,1,2015,8,22,15,"finding it hard to find a 'funky' decent quality toaster at a reasonable price. all silver, boring or cheap looking...",1
635109574039760896,1013187241,1,2015,8,22,15,rt : this very sad footage has been released of the air crash. the content is obviously distressing.,1
635097271646978048,1013187241,1,2015,8,22,14,i had the same thought 😟,0
635095852600696832,1013187241,1,2015,8,22,14,"what an awful, awful tragedy. let's hope the casualties are few 😟",0
634994424653709312,1013187241,1,2015,8,22,7,so true 💕,0
634974010309263360,1013187241,1,2015,8,22,6,sofa shopping! whoop! 🎉,0
634972142795403264,1013187241,1,2015,8,22,6,my cat is always overjoyed to see me every morning. that kind of love is priceless 💕😊,0
634965102727430144,1013187241,1,2015,8,22,5,beach trip 😉,0
634960545607778304,1013187241,1,2015,8,22,5,are you going to go?,0
634814583899877377,1013187241,1,2015,8,21,19,"it's dusk, but warm. cool 😊💕",1
634799750685040640,1013187241,1,2015,8,21,18,awesome motovlogs! your commentary is great fun. now i want a bike... 😉,0
634770016227958784,1013187241,1,2015,8,21,16,rt : spotted heading east from keep a look out!,0
634765257475522560,1013187241,1,2015,8,21,16,just finished a service centre call that didn't make me want to cry or punch something. good work eon 👍🏼,0
634763828862021632,1013187241,1,2015,8,21,16,rt : man taken to hospital after suffering arm wrestling injury on mill road,1
634760324378443776,1013187241,1,2015,8,21,16,you too! ☀️,0
634759751851745281,1013187241,1,2015,8,21,16,"hi, thx. yes, i found it in the end and spoke with a nice, helpful young lady. all sorted. thx.",0
634759509827829760,1013187241,1,2015,8,21,16,"re my last tweet, don't worry, spoke to v helpful young lady. all sorted. thx!",0
634756947267448833,1013187241,1,2015,8,21,16,"hi, i'm trying to find a number to phone for a new account but can't find it. please can you advise. thx.",1
634654037888118784,1013187241,1,2015,8,21,9,fragile egos and umbrage taken in a blink. i need a break.,1
634643282493067264,1013187241,1,2015,8,21,8,rt : our dogs are desperate for treats!ben and his friends would be so grateful for any donations.,0
634640362334781440,1013187241,1,2015,8,21,8,two weeks off. i can't f'ing wait! i need to get away from work now.,1
634628898693742592,1013187241,1,2015,8,21,7,rt : 15 things you didn't know you could do with malteasers and they are all epic,0
634628697161625600,1013187241,1,2015,8,21,7,feeling a strange mix of excited and sad. such a big change looming. very liberating in so many ways but,1
634628135196209152,1013187241,1,2015,8,21,7,this is the last time i'm going to take this bus to work. feels weird.,0
634617497195540484,1013187241,1,2015,8,21,6,... i need to care less but don't want to have a hard heart 😕,1
634617327930241024,1013187241,1,2015,8,21,6,i don't know why i allow myself to feel such disappointment in someone even after all this time...,1
634597667482542080,1013187241,1,2015,8,21,5,last day in the office for 2 weeks. whoop! 😊,0
634408642910027776,1013187241,1,2015,8,20,16,horrible muggy weather,1
634407239848194048,1013187241,1,2015,8,20,16,"not, however, going to miss living on a road where people drive like lunatics...",1
634403594733776896,1013187241,1,2015,8,20,16,walking home... occurs to me that 'walking' home won't be possible soon. i will miss that...,1
634349032744349696,1013187241,1,2015,8,20,12,wondering if this will turn out to be raymond... 😕,0
634321096213458944,1013187241,1,2015,8,20,11,i’ve decided that my life needs a pink cuddler chair(bed) 😁💗🏡,0
634304619385081856,1013187241,1,2015,8,20,10,i love this story,0
634268862238826496,1013187241,1,2015,8,20,7,good luck to all the kids getting their gcse results today 🎓,0
634259276270338048,1013187241,1,2015,8,20,7,no people &amp; no traffic... where is everyone?,0
634251264033955840,1013187241,1,2015,8,20,6,can faffing be considered a hobby? i'm very good at that...,0
634245970147057665,1013187241,1,2015,8,20,6,"this, absolutely this 💜",0
634244897139240960,1013187241,1,2015,8,20,6,all i can think about right now is sofa shopping. excited! lol 🏡🎉,0
634230985228427264,1013187241,1,2015,8,20,5,i suppose i should get up...,0
634133567627509760,1013187241,1,2015,8,19,22,need to sleep but it's been an exciting day and i'm still buzzed 😁🏡,0
634132850007257093,1013187241,1,2015,8,19,22,mini hog earlier this evening. one of two that have moved in 💕,0
633526666464243712,1013187241,1,2015,8,18,6,"rt : the best times to post on facebook, instagram, twitter",0
633523125435637760,1013187241,1,2015,8,18,6,"another milestone day... insurance in place, final viewing tonight, deposit prepared, exchange imminent 👍🏼 😊",0
633522478434910208,1013187241,1,2015,8,18,6,this is so me 😁,0
633519761285120000,1013187241,1,2015,8,18,6,"i miss you, every single day. i don't think you know that. still, it's true 💕",1
633414312011407364,1013187241,1,2015,8,17,23,there's either an eyelash or an elephant in my eye. either way the net result is the same...,0
633372452375121920,1013187241,1,2015,8,17,20,"rt : elephant fact of the day: an elephant herd is considered one of the most closely knit societies of any animal,...",0
633332976764514304,1013187241,1,2015,8,17,17,"my beautiful spopie, adopted from chat in 2007. loving the ☀️ last week 💗",0
633311371204132864,1013187241,1,2015,8,17,16,do you still use this account?,0
633310349735948292,1013187241,1,2015,8,17,16,what a beauty!,0
633303580217344000,1013187241,1,2015,8,17,15,interesting reading... bbc news - better diagnosis call for adults with adhd,0
633243511027027968,1013187241,1,2015,8,17,11,"this is my girl, spopie",0
633237525117693952,1013187241,1,2015,8,17,11,cementing my status as ‘that crocheting weirdo’ in the staff cafe... 😁,0
633235386769276928,1013187241,1,2015,8,17,11,hear hear,0
633235276203171840,1013187241,1,2015,8,17,11,never thought i'd say this but i'm glad for the distraction of work. something to keep me productive and organised...,0
633213464027267073,1013187241,1,2015,8,17,9,it feels autumnal out all of a sudden... 🍂🍁,0
633182008970227712,1013187241,1,2015,8,17,7,made jess a cake... 🎂,0
633170396888608768,1013187241,1,2015,8,17,6,rt : community rallies behind former soldier who was seen begging at the beehive centre,0
633170263396511745,1013187241,1,2015,8,17,6,rt : 5yrs ago a puppy was abandoned in ireland. took him to london. i adopted him. today he swims in california …,1
633169388452085760,1013187241,1,2015,8,17,6,i miss you every single day. some days it feels like being gut-punched.,1
632926198348283905,1013187241,1,2015,8,16,14,house smells of cake... 😍🎂,0
632870146709803008,1013187241,1,2015,8,16,11,cotton granny square: pink and grey,0
632843537038614528,1013187241,1,2015,8,16,9,"i've had my little car a year today. happy birthday little car, still going strong 🎉🚘",0
632646475768549377,1013187241,1,2015,8,15,20,a bad week calls for,1
632552107791515649,1013187241,1,2015,8,15,13,i ❤️ ely 😊💕,0
632486874595074048,1013187241,1,2015,8,15,9,gorgeous day for a drive to ely @ ely catherdral,0
632264806389706752,1013187241,1,2015,8,14,18,i thought you said i could have him? 😉,0
631811145410723844,1013187241,1,2015,8,13,12,it looks awful down there. i hope you're okay xx,0
631810620288053249,1013187241,1,2015,8,13,12,rt : in pictures: severe weather hits sussex -,0
631589569172013059,1013187241,1,2015,8,12,22,block 12: another traditional -square,0
631569225379876864,1013187241,1,2015,8,12,20,hog time! 💕,0
631539401554837504,1013187241,1,2015,8,12,18,this,0
631535225701593088,1013187241,1,2015,8,12,18,"this i know: don't crochet when tipsy, angry or sad. too many extremes and crochet don't mix for me...",1
631533943439917056,1013187241,1,2015,8,12,18,"feeling emotionally drained. time for an easy, stress free evening. crochet and the penguins of madagascar 🐧",1
631531032924303360,1013187241,1,2015,8,12,18,rt : read this wonderful blog about elephant conservation in zimbabwe:,0
631531015446622209,1013187241,1,2015,8,12,18,"rt : rt : arriving in , we’re welcomed by a riveting, colorful nature",0
631518690807271424,1013187241,1,2015,8,12,17,rt : aboard the aquatic combines 'harvesting' weeds in cambs waterways - 07:50,0
631237613937127424,1013187241,1,2015,8,11,22,"this, yep",0
631234172477153280,1013187241,1,2015,8,11,22,"big hoggle, out for his supper tonight. he's a magical little beastie 💗",0
631200592669577216,1013187241,1,2015,8,11,20,rt : marley &amp; zena on looking fab after rescue from owner who let them to almost starve. owning a dog is a priv…,0
631199941059325952,1013187241,1,2015,8,11,20,rt : indeed!,0
631188164896509952,1013187241,1,2015,8,11,19,such a magical sky tonight. it changes in seconds,0
631185760977334272,1013187241,1,2015,8,11,19,beautiful sky tonight,0
631181394182565888,1013187241,1,2015,8,11,19,a rare tuesday treat for dinner,0
631161724230610944,1013187241,1,2015,8,11,17,bought today. can't decide if this is super organised or waaay too early...,1
631160423799238657,1013187241,1,2015,8,11,17,"sorry to hear this lily. pets are family, and it's heartbreaking when they die. dixie had a lovely life with you x",1
631127184707612672,1013187241,1,2015,8,11,15,must remember this...,0
630638584039624704,1013187241,1,2015,8,10,7,gorilla has amazing reaction when reunited with man that took care of him for 5 years,0
630512758497394688,1013187241,1,2015,8,9,22,rt : test your eyes by playing this fast-paced color-matching game,0
630512726285156352,1013187241,1,2015,8,9,22,"i scored 447 points at kolor, a game where you have to guess colors to score high!",0
630511794956693504,1013187241,1,2015,8,9,22,"awake. mind racing. need to sleep, dammit! 😟",1
630507417500000257,1013187241,1,2015,8,9,22,square 11 done,0
630507027375214592,1013187241,1,2015,8,9,22,"glad to see that you survived the brutality of the desert. stay strong, be safe",0
630448611252404224,1013187241,1,2015,8,9,18,i’ve just remembered that the new house has range cooker. whoop! looking forward to road testing it 😊,0
630387865445343232,1013187241,1,2015,8,9,14,square 10 / lacy / pale blue dk yarn,0
630368131723231232,1013187241,1,2015,8,9,13,9 squares made,0
630325533990064128,1013187241,1,2015,8,9,10,rt : have you had a look around milton country park? we've found some of its prettiest spots,0
630325417497505792,1013187241,1,2015,8,9,10,rt : happy sunday!,0
630320799640068096,1013187241,1,2015,8,9,10,"deckchair in the sun, what's not to love? ☀️💕😎",0
630128421033648128,1013187241,1,2015,8,8,21,watching pitch perfect 2... pat benatar - we belong,0
630125190861717504,1013187241,1,2015,8,8,21,"natalie imbruglia, where is she now...?",0
630121186882662400,1013187241,1,2015,8,8,20,two hoggles out for dinner so far tonight...,0
630000268273393664,1013187241,1,2015,8,8,12,rt : student chosen to exhibit alongside hogarth and reynolds at national portrait gallery,0
629999965885067264,1013187241,1,2015,8,8,12,beautiful kitty!,0
629999439319576576,1013187241,1,2015,8,8,12,what a lovely kitchen!,0
629989028083974144,1013187241,1,2015,8,8,12,rt : 18 fun things to do in cambridgeshire in september,0
629987192601976832,1013187241,1,2015,8,8,12,can you see me? 😎,0
629986994429538304,1013187241,1,2015,8,8,12,rt : these pups can't be cuddled due to a horrible skin infection. provide the tlc...,0
629985832607330304,1013187241,1,2015,8,8,12,"it's not your chair, it's all mine! 💗",0
629981462654263297,1013187241,1,2015,8,8,11,rt : the cambridgeshire cook book is out now!,0
629981298191400960,1013187241,1,2015,8,8,11,"rt : most a-level predicted grades are wrong, cambridge assessment finds",1
629976648239198208,1013187241,1,2015,8,8,11,i might have completed on the house by this time next week. whoop! 🎉🏡,0
629973680576196608,1013187241,1,2015,8,8,11,just watched you &amp; steve get your tats. looked painless! i want now 👍🏼,1
629968056496824321,1013187241,1,2015,8,8,10,keeping me company while i work ❤️,0
629962999806210048,1013187241,1,2015,8,8,10,what a happy little dog! :) : rose plays with a balloon via,0
629756097314861057,1013187241,1,2015,8,7,20,4 snuffly hedgehogs out for dinner this evening ❤️,0
629630906219790336,1013187241,1,2015,8,7,12,poor babies :(,1
629625100493529088,1013187241,1,2015,8,7,12,oh no! what is wrong with people?!?! :(,0
629621238638473216,1013187241,1,2015,8,7,11,the estate agent is officially pissing me off now...,0
629620918831185920,1013187241,1,2015,8,7,11,"rt : woman, 20, assaulted as she walked home in peterborough - appeal by",1
629618946363293696,1013187241,1,2015,8,7,11,rt : why big game animals are worth more alive than dead:,0
629557481073680384,1013187241,1,2015,8,7,7,"a mention in the times, fastest growing farm attraction. how lovely! yay for the donkeys!! 💕",0
629548256989683712,1013187241,1,2015,8,7,7,are the schools now out? there’s no traffic this morning. feels really odd...,0
629435195414941696,1013187241,1,2015,8,6,23,square 8 complete. trebles and bobbles!,0
629367166429724672,1013187241,1,2015,8,6,19,rt : please rt: a massive thank you to the kind souls who look after the orphans of the horn trade. htt…,0
629367052424355842,1013187241,1,2015,8,6,19,rt : scared baby rapa's cries saved him from drowning. many thanks to the team!,1
629334836268933120,1013187241,1,2015,8,6,16,"it's been a while river cam, but you still fill me with joy 🙏🏼💕",0
629333529231495168,1013187241,1,2015,8,6,16,a beautiful evening for gentle walk home...,0
629326763466846208,1013187241,1,2015,8,6,16,yaay! grantchester! 😁👍🏼,0
629326613054885888,1013187241,1,2015,8,6,16,i ❤️ bus drivers who actually wait for elderly passengers to sit before they start driving off. they aren't all so nice...,0
629239054064861184,1013187241,1,2015,8,6,10,george... minder star george cole dies at 90,1
629192335004422144,1013187241,1,2015,8,6,7,poffy will alway take time out from his hectic schedule of sleeping &amp; eating to give his buddy a quick wash... ❤️,0
629036113856995328,1013187241,1,2015,8,5,21,trying a new stitch. bit uneven so this is my test attempt 😊,1
628977545627717632,1013187241,1,2015,8,5,17,rt : rt : kittens found in car towed 87 miles from :,0
628967940768014336,1013187241,1,2015,8,5,16,"how the boy in front of me, who has a beard and reeks of lager, has just got a child bus fare is a mystery 😳",0
628966000839536640,1013187241,1,2015,8,5,16,i’m now a step closer towards contracts signed and completion on the house. exciting times! 😎,0
628882224167976960,1013187241,1,2015,8,5,10,disgusting. i hope they catch the person doing it.,1
628864448221028352,1013187241,1,2015,8,5,9,rt : minions fans! this pattern's for you,0
628864091688464384,1013187241,1,2015,8,5,9,"one of my girls, doing what she does best, sleeping! 💗",0
628822895989530624,1013187241,1,2015,8,5,7,i wish the foreign language schools in cambridge would teach students some manners too... 😤,0
628811148419317760,1013187241,1,2015,8,5,6,"bad night's sleep. weird, anxiety dreams have left me feeling anything but refreshed 😕",0
628616128928055297,1013187241,1,2015,8,4,17,fantastic first vlog. very emotional. beautifully filmed. good luck on your epic ride 👊🏼🍀,0
628609574606622720,1013187241,1,2015,8,4,16,just this,0
628486122973319172,1013187241,1,2015,8,4,8,...and it's only tuesday morning...,0
628455376619503616,1013187241,1,2015,8,4,6,random song popped into my head... midnight train to georgia. no idea why or where from...,0
628448451118911488,1013187241,1,2015,8,4,6,life may only seem perfect to the outside world,0
628312387851042816,1013187241,1,2015,8,3,21,"rt : on a serious note, i'm so incredibly proud of all of you for your unified compassion and condemnation of animals abusers.…",0
628276017946361857,1013187241,1,2015,8,3,18,there's nothing more delicious than coming home and taking off the work clothes... 😊,0
628245564266819584,1013187241,1,2015,8,3,16,talking 80s tv shows this afternoon brought up mention of the talking aspidistra. who remembers that? 😉,0
628241769419964416,1013187241,1,2015,8,3,16,appeal to identify suspects after homophobic assault on train back to london from brighton pride,0
628167236482691072,1013187241,1,2015,8,3,11,retro sweets monday 😁,0
628105223605764096,1013187241,1,2015,8,3,7,"rt : makeup artist paints wonderful, whimsical scenes of adorable cats on eyelids",0
628102084450238464,1013187241,1,2015,8,3,7,rt : feeling overwhelmed? - craft business advice - time management tips -,0
628101666475233280,1013187241,1,2015,8,3,7,rt : know of a cat-loving friend who would love to have this patch?,0
628101418201841664,1013187241,1,2015,8,3,7,rt : has come to coronation street!,0
628100534411620352,1013187241,1,2015,8,3,7,"monday, i'm coming to get ya",0
627974995961102336,1013187241,1,2015,8,2,22,remember this,0
627971596670644224,1013187241,1,2015,8,2,22,pre 'monday-anxiety' anxiety sucks 😟,1
627968297418551296,1013187241,1,2015,8,2,22,how wonderful 😊💗,0
627864123511062528,1013187241,1,2015,8,2,15,holywell river front,0
627839452388442112,1013187241,1,2015,8,2,13,sunday lunch at the old ferryboat inn...,0
627810113869496320,1013187241,1,2015,8,2,11,"rip cilla... cilla black dies, aged 72 | via",1
627569225289310208,1013187241,1,2015,8,1,19,the bangles - eternal flame,0
627564123052732416,1013187241,1,2015,8,1,19,soooo sleepy... and it’s only 8:30 on a saturday night! 😴,0
627550191613288449,1013187241,1,2015,8,1,18,my first flower...,0
627513966894448640,1013187241,1,2015,8,1,16,funny how a song can transport you to a time and place... remind you of someone... causing a physical jolt... changing the moment instantly,0
627499211886592000,1013187241,1,2015,8,1,15,i only went in to for black buttons. several balls of wool &amp; a needle felt kit later...,0
627371354451517440,1013187241,1,2015,8,1,6,mashed avocado on toast... breakfast of champions 💗,0
627205232699797506,1013187241,1,2015,7,31,19,rt : why protecting endangered species is one of the most important things any of us can do:,0
627187720775958530,1013187241,1,2015,7,31,18,💗 this... tears for fears - head over heels,1
627184162156507138,1013187241,1,2015,7,31,18,mum is out of surgery and seems to be fine. overnight in the hospital then home tomorrow... 😊,1
627182096851804160,1013187241,1,2015,7,31,18,new project... making red poppies to sell for the british legion. first flowers i’ve ever made 😊,0
627161908089647105,1013187241,1,2015,7,31,17,what a vile sub-human...,1
627153039649046528,1013187241,1,2015,7,31,16,good to be home. happy it’s finally friday and work is over... 😊,0
627122841251672064,1013187241,1,2015,7,31,14,"rt : would you know what to do if your cat was poisoned? see symptoms &amp; advice on what to do, here: h…",0
662996787658145792,3346224328,1,2015,11,7,14,is an illness?,0
662981690067914752,3346224328,1,2015,11,7,13,searching for a that meets on weekends?,0
662966581736140800,3346224328,1,2015,11,7,12,the 1st lady’s mental health road map?,0
662951479091798016,3346224328,1,2015,11,7,11,want your to practice safe ?,0
662936355161395200,3346224328,1,2015,11,7,10,untreated mental illness leaves 2 dead:,1
662921230153027584,3346224328,1,2015,11,7,9,about can undermine parents?,0
662906128221741060,3346224328,1,2015,11,7,8,what do you do when your loved one is in ?,0
662891018572931072,3346224328,1,2015,11,7,7,with mental illness:,1
662875910937444352,3346224328,1,2015,11,7,6,how from impacts the ?,0
662860812055420928,3346224328,1,2015,11,7,5,deaths on a surge?,0
662853363676135425,3346224328,1,2015,11,7,4,how not to raise a :,0
662823166683840512,3346224328,1,2015,11,7,2,top 13 deal breakers:,0
662808084906180608,3346224328,1,2015,11,7,1,cbt for the winter blues?,0
662785465288892416,3346224328,1,2015,11,7,0,the decisive :,0
662767775132336128,3346224328,1,2015,11,6,23,is mental suffering just like any other illness?,1
662745125840375808,3346224328,1,2015,11,6,21,75% of wounded veterans suffer from ?,0
662677404247269376,3346224328,1,2015,11,6,17,", tired and rushed:",0
662614215618928644,3346224328,1,2015,11,6,12,the client/ :,0
662589100277555200,3346224328,1,2015,11,6,11,what's a ?,0
662556331635814400,3346224328,1,2015,11,6,9,a u.s. general?,0
662524933298388992,3346224328,1,2015,11,6,7,is a crisis in the u.s.?,0
662499682074157056,3346224328,1,2015,11,6,5,how could jewelry help prevent sexual ?,0
662490973222649856,3346224328,1,2015,11,6,4,becoming more resistant ?,0
662460785780760580,3346224328,1,2015,11,6,2,should parents have the talk with their ?,0
662445716338573312,3346224328,1,2015,11,6,1,subtle :,0
662423081508593664,3346224328,1,2015,11,6,0,does halloween ?,0
662405407856545792,3346224328,1,2015,11,5,23,students and disorders:,0
662382733847601153,3346224328,1,2015,11,5,21,more white men die from and abuse:,1
662315036241620992,3346224328,1,2015,11,5,17,same and fertility benefits:,0
662251833658863616,3346224328,1,2015,11,5,12,march against in washington:,0
662226722285346816,3346224328,1,2015,11,5,11,woman weighed 40 pounds:,0
662193950472687616,3346224328,1,2015,11,5,9,love a with ?,0
662162542538661889,3346224328,1,2015,11,5,7,in the workplace:,0
662137301502443520,3346224328,1,2015,11,5,5,how to teach how to self-advocate:,0
662128634514317313,3346224328,1,2015,11,5,4,how can inherit our ?,0
662098425551454208,3346224328,1,2015,11,5,2,and self-esteem:,0
662083336861589505,3346224328,1,2015,11,5,1,what happens when you try to prevent every :,0
662060687326322689,3346224328,1,2015,11,5,0,how to deal with mental health issues at work:,0
662043023006650368,3346224328,1,2015,11,4,23,support and breaking the :,0
662020343926759424,3346224328,1,2015,11,4,21,", -harm, , and :",0
661952654478823429,3346224328,1,2015,11,4,17,limit video game time to help manage ?,0
661889449031266305,3346224328,1,2015,11,4,12,how to stop ?,0
661864364287373313,3346224328,1,2015,11,4,11,need a weekend counseling appointment in ct?,0
661831555044765696,3346224328,1,2015,11,4,9,do you know the signs of ?,0
661800191054520320,3346224328,1,2015,11,4,7,a person with mental illness?,0
661774905411813376,3346224328,1,2015,11,4,5,messages to those with mental illness worldwide:,0
661766222510444545,3346224328,1,2015,11,4,4,how do you accept your ?,0
661736021101555712,3346224328,1,2015,11,4,2,need a that accepts insurance in ct?,0
661720972999966720,3346224328,1,2015,11,4,1,what are some side effects of ?,0
661698309837426688,3346224328,1,2015,11,4,0,think your sadness may be ?,1
661680638970449920,3346224328,1,2015,11,3,23,mental health and academic life:,1
661657954098245633,3346224328,1,2015,11,3,21,when it comes to do women have it worse?,1
661590224686997508,3346224328,1,2015,11,3,17,poor and children behavior problems:,0
661527051548127232,3346224328,1,2015,11,3,12,sites connected to std increase?,0
661501965579382784,3346224328,1,2015,11,3,11,searching for a that meets on weekends?,0
661469165929283584,3346224328,1,2015,11,3,9,subtle signs of :,0
661437773245730816,3346224328,1,2015,11,3,7,account for 76% of in 2014?,0
661412527797071872,3346224328,1,2015,11,3,5,accountants and mental health:,0
661403830748389376,3346224328,1,2015,11,3,4,another way to counter ?,0
